Project.name,Experiment.name,Experiment.date,Colony.name,Colony.country,Colony.latitude,Colony.longitude,Colony.species,Colony.ed5,Colony.ed50,Colony.ed95,BioSample.name,BioSample.collection_date,Observation.condition,Observation.temperature,Observation.timepoint,Observation.pam_value,Publication.title,Publication.year,Publication.doi
Global_Search_Caribbean,Curacao,2222-05-22,Curacao_Porites_astreoides_4,CUW,12.10932,-68.95443,Porites astreoides,29.04,34.25,40.4,22220522_CUW_Curacao_Porites astreoides_4_28.04_420,2222-05-22,Caribbean,28.04,420,0.548,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-22,Curacao_Porites_astreoides_5,CUW,12.10932,-68.95443,Porites astreoides,28.82,33.15,38.12,22220522_CUW_Curacao_Porites astreoides_5_28.04_420,2222-05-22,Caribbean,28.04,420,0.509,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-22,Curacao_Porites_astreoides_6,CUW,12.10932,-68.95443,Porites astreoides,27.66,33.33,40.17,22220522_CUW_Curacao_Porites astreoides_6_28.04_420,2222-05-22,Caribbean,28.04,420,0.573,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-22,Curacao_Porites_astreoides_7,CUW,12.10932,-68.95443,Porites astreoides,32.78,35.21,37.81,22220522_CUW_Curacao_Porites astreoides_7_28.04_420,2222-05-22,Caribbean,28.04,420,0.441,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-22,Curacao_Porites_astreoides_8,CUW,12.10932,-68.95443,Porites astreoides,32.8,34.82,36.96,22220522_CUW_Curacao_Porites astreoides_8_28.04_420,2222-05-22,Caribbean,28.04,420,0.541,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-22,Curacao_Porites_astreoides_9,CUW,12.10932,-68.95443,Porites astreoides,30.63,34.07,37.9,22220522_CUW_Curacao_Porites astreoides_9_28.04_420,2222-05-22,Caribbean,28.04,420,0.526,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-22,Curacao_Porites_astreoides_10,CUW,12.10932,-68.95443,Porites astreoides,30.7,35.54,41.15,22220522_CUW_Curacao_Porites astreoides_10_28.04_420,2222-05-22,Caribbean,28.04,420,0.519,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-22,Curacao_Porites_astreoides_11,CUW,12.10932,-68.95443,Porites astreoides,29.89,33.99,38.66,22220522_CUW_Curacao_Porites astreoides_11_28.04_420,2222-05-22,Caribbean,28.04,420,0.588,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-22,Curacao_Porites_astreoides_12,CUW,12.10932,-68.95443,Porites astreoides,30.13,33.81,37.95,22220522_CUW_Curacao_Porites astreoides_12_28.04_420,2222-05-22,Caribbean,28.04,420,0.591,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_1,CUW,12.10932,-68.95443,Siderastrea siderea,115.5,128.27,142.45,22220523_CUW_Curacao_Siderastrea siderea_1_37.07_420,2222-05-23,Caribbean,37.07,420,0.327,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_2,CUW,12.10932,-68.95443,Siderastrea siderea,33.17,36.68,40.57,22220523_CUW_Curacao_Siderastrea siderea_2_37.07_420,2222-05-23,Caribbean,37.07,420,0.23,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_3,CUW,12.10932,-68.95443,Siderastrea siderea,33.38,36.11,39.07,22220523_CUW_Curacao_Siderastrea siderea_3_37.07_420,2222-05-23,Caribbean,37.07,420,0.149,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_4,CUW,12.10932,-68.95443,Siderastrea siderea,34.3,36.65,39.16,22220523_CUW_Curacao_Siderastrea siderea_4_37.07_420,2222-05-23,Caribbean,37.07,420,0.197,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_5,CUW,12.10932,-68.95443,Siderastrea siderea,33.42,36.72,40.33,22220523_CUW_Curacao_Siderastrea siderea_5_37.07_420,2222-05-23,Caribbean,37.07,420,0.223,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_6,CUW,12.10932,-68.95443,Siderastrea siderea,33.79,35.29,36.85,22220523_CUW_Curacao_Siderastrea siderea_6_37.07_420,2222-05-23,Caribbean,37.07,420,0.019,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_7,CUW,12.10932,-68.95443,Siderastrea siderea,33.12,35.41,37.87,22220523_CUW_Curacao_Siderastrea siderea_7_37.07_420,2222-05-23,Caribbean,37.07,420,0.055,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_8,CUW,12.10932,-68.95443,Siderastrea siderea,32.8,36.07,39.67,22220523_CUW_Curacao_Siderastrea siderea_8_37.07_420,2222-05-23,Caribbean,37.07,420,0.158,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_9,CUW,12.10932,-68.95443,Siderastrea siderea,35.46,36.62,37.81,22220523_CUW_Curacao_Siderastrea siderea_9_37.07_420,2222-05-23,Caribbean,37.07,420,0.142,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_10,CUW,12.10932,-68.95443,Siderastrea siderea,35.22,36.58,37.98,22220523_CUW_Curacao_Siderastrea siderea_10_37.07_420,2222-05-23,Caribbean,37.07,420,0.131,No publications available,2026,No doi available
