Project.name,Experiment.name,Experiment.date,Colony.name,Colony.country,Colony.latitude,Colony.longitude,Colony.species,Colony.ed5,Colony.ed50,Colony.ed95,BioSample.name,BioSample.collection_date,Observation.condition,Observation.temperature,Observation.timepoint,Observation.pam_value,Publication.title,Publication.year,Publication.doi
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Stylophora_pistillata,SAU,24.018868,37.966628,Stylophora pistillata,,36.41015,,2018-08-01_SAU_Yanbu_Stylophora pistillata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Stylophora_pistillata,SAU,24.018868,37.966628,Stylophora pistillata,,36.69307,,2018-08-01_SAU_Yanbu_Stylophora pistillata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Stylophora_pistillata,SAU,24.018868,37.966628,Stylophora pistillata,,36.86541,,2018-08-01_SAU_Yanbu_Stylophora pistillata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Stylophora_pistillata,SAU,24.018868,37.966628,Stylophora pistillata,,37.16997,,2018-08-01_SAU_Yanbu_Stylophora pistillata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Stylophora_pistillata,SAU,24.018868,37.966628,Stylophora pistillata,,36.43112,,2018-08-01_SAU_Yanbu_Stylophora pistillata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Stylophora_pistillata,SAU,24.018868,37.966628,Stylophora pistillata,,36.51408,,2018-08-01_SAU_Yanbu_Stylophora pistillata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlQunfudhah,2018-08-01,AlQunfudhah_Porites_lobata,SAU,18.985395,40.962027,Porites lobata,,35.58157,,2018-08-01_SAU_AlQunfudhah_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlQunfudhah,2018-08-01,AlQunfudhah_Porites_lobata,SAU,18.985395,40.962027,Porites lobata,,35.79659,,2018-08-01_SAU_AlQunfudhah_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlQunfudhah,2018-08-01,AlQunfudhah_Porites_lobata,SAU,18.985395,40.962027,Porites lobata,,35.67617,,2018-08-01_SAU_AlQunfudhah_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlQunfudhah,2018-08-01,AlQunfudhah_Porites_lobata,SAU,18.985395,40.962027,Porites lobata,,35.89108,,2018-08-01_SAU_AlQunfudhah_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlQunfudhah,2018-08-01,AlQunfudhah_Porites_lobata,SAU,18.985395,40.962027,Porites lobata,,35.60513,,2018-08-01_SAU_AlQunfudhah_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlQunfudhah,2018-08-01,AlQunfudhah_Porites_lobata,SAU,18.985395,40.962027,Porites lobata,,35.89911,,2018-08-01_SAU_AlQunfudhah_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlQunfudhah,2018-08-01,AlQunfudhah_Porites_lobata,SAU,18.985395,40.962027,Porites lobata,,35.41133,,2018-08-01_SAU_AlQunfudhah_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Porites_lobata,SAU,25.509696,36.687417,Porites lobata,,36.56564,,2018-08-01_SAU_AlWajh_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Porites_lobata,SAU,25.509696,36.687417,Porites lobata,,36.68728,,2018-08-01_SAU_AlWajh_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Porites_lobata,SAU,25.509696,36.687417,Porites lobata,,37.29876,,2018-08-01_SAU_AlWajh_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Porites_lobata,SAU,25.509696,36.687417,Porites lobata,,36.55034,,2018-08-01_SAU_AlWajh_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Porites_lobata,SAU,25.509696,36.687417,Porites lobata,,37.48778,,2018-08-01_SAU_AlWajh_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Porites_lobata,SAU,25.509696,36.687417,Porites lobata,,36.53129,,2018-08-01_SAU_AlWajh_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Porites_lobata,SAU,25.509696,36.687417,Porites lobata,,37.65683,,2018-08-01_SAU_AlWajh_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Porites_lobata,SAU,24.018868,37.966628,Porites lobata,,37.28756,,2018-08-01_SAU_Yanbu_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Porites_lobata,SAU,24.018868,37.966628,Porites lobata,,36.9524,,2018-08-01_SAU_Yanbu_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Porites_lobata,SAU,24.018868,37.966628,Porites lobata,,36.68678,,2018-08-01_SAU_Yanbu_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Porites_lobata,SAU,24.018868,37.966628,Porites lobata,,35.53994,,2018-08-01_SAU_Yanbu_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Porites_lobata,SAU,24.018868,37.966628,Porites lobata,,35.71852,,2018-08-01_SAU_Yanbu_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Porites_lobata,SAU,24.018868,37.966628,Porites lobata,,36.96478,,2018-08-01_SAU_Yanbu_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Porites_lobata,SAU,24.018868,37.966628,Porites lobata,,36.3385,,2018-08-01_SAU_Yanbu_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlFahal,2018-08-01,AlFahal_Porites_lobata,SAU,22.296517,38.958967,Porites lobata,,38.28401,,2018-08-01_SAU_AlFahal_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlFahal,2018-08-01,AlFahal_Porites_lobata,SAU,22.296517,38.958967,Porites lobata,,37.32197,,2018-08-01_SAU_AlFahal_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlFahal,2018-08-01,AlFahal_Porites_lobata,SAU,22.296517,38.958967,Porites lobata,,38.31383,,2018-08-01_SAU_AlFahal_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlFahal,2018-08-01,AlFahal_Porites_lobata,SAU,22.296517,38.958967,Porites lobata,,37.79506,,2018-08-01_SAU_AlFahal_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlFahal,2018-08-01,AlFahal_Porites_lobata,SAU,22.296517,38.958967,Porites lobata,,36.256,,2018-08-01_SAU_AlFahal_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlFahal,2018-08-01,AlFahal_Porites_lobata,SAU,22.296517,38.958967,Porites lobata,,36.45731,,2018-08-01_SAU_AlFahal_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlFahal,2018-08-01,AlFahal_Porites_lobata,SAU,22.296517,38.958967,Porites lobata,,36.87209,,2018-08-01_SAU_AlFahal_Porites lobata_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Eilat,2018-08-01,Eilat_Acropora_hemprichii,ISR,29.501771,34.917925,Acropora hemprichii,,37.35503,,2018-08-01_ISR_Eilat_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Eilat,2018-08-01,Eilat_Acropora_hemprichii,ISR,29.501771,34.917925,Acropora hemprichii,,36.88649,,2018-08-01_ISR_Eilat_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Eilat,2018-08-01,Eilat_Acropora_hemprichii,ISR,29.501771,34.917925,Acropora hemprichii,,37.31472,,2018-08-01_ISR_Eilat_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Eilat,2018-08-01,Eilat_Acropora_hemprichii,ISR,29.501771,34.917925,Acropora hemprichii,,37.25076,,2018-08-01_ISR_Eilat_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Eilat,2018-08-01,Eilat_Acropora_hemprichii,ISR,29.501771,34.917925,Acropora hemprichii,,36.96904,,2018-08-01_ISR_Eilat_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Eilat,2018-08-01,Eilat_Acropora_hemprichii,ISR,29.501771,34.917925,Acropora hemprichii,,37.07997,,2018-08-01_ISR_Eilat_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Eilat,2018-08-01,Eilat_Acropora_hemprichii,ISR,29.501771,34.917925,Acropora hemprichii,,36.83882,,2018-08-01_ISR_Eilat_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Acropora_hemprichii,SAU,25.509696,36.687417,Acropora hemprichii,,37.6751,,2018-08-01_SAU_AlWajh_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Acropora_hemprichii,SAU,25.509696,36.687417,Acropora hemprichii,,37.40005,,2018-08-01_SAU_AlWajh_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Acropora_hemprichii,SAU,25.509696,36.687417,Acropora hemprichii,,37.68792,,2018-08-01_SAU_AlWajh_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Acropora_hemprichii,SAU,25.509696,36.687417,Acropora hemprichii,,37.06693,,2018-08-01_SAU_AlWajh_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Acropora_hemprichii,SAU,25.509696,36.687417,Acropora hemprichii,,37.2703,,2018-08-01_SAU_AlWajh_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Acropora_hemprichii,SAU,25.509696,36.687417,Acropora hemprichii,,37.18253,,2018-08-01_SAU_AlWajh_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,AlWajh,2018-08-01,AlWajh_Acropora_hemprichii,SAU,25.509696,36.687417,Acropora hemprichii,,37.28897,,2018-08-01_SAU_AlWajh_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Acropora_hemprichii,SAU,24.018868,37.966628,Acropora hemprichii,,36.80802,,2018-08-01_SAU_Yanbu_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Acropora_hemprichii,SAU,24.018868,37.966628,Acropora hemprichii,,36.58849,,2018-08-01_SAU_Yanbu_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Acropora_hemprichii,SAU,24.018868,37.966628,Acropora hemprichii,,36.88677,,2018-08-01_SAU_Yanbu_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Acropora_hemprichii,SAU,24.018868,37.966628,Acropora hemprichii,,36.48322,,2018-08-01_SAU_Yanbu_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Acropora_hemprichii,SAU,24.018868,37.966628,Acropora hemprichii,,36.54104,,2018-08-01_SAU_Yanbu_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
Evensen et al. 2022,Yanbu,2018-08-01,Yanbu_Acropora_hemprichii,SAU,24.018868,37.966628,Acropora hemprichii,,36.73818,,2018-08-01_SAU_Yanbu_Acropora hemprichii_nan_420,2018-08-01,Wild,,420,,Empirically derived thermal thresholds of four coral species along the Red Sea using a portable and standardized experimental approach,2022,https://doi.org/10.1007/s00338-022-02233-y
