Project.name,Experiment.name,Experiment.date,Colony.name,Colony.country,Colony.latitude,Colony.longitude,Colony.species,Colony.ed5,Colony.ed50,Colony.ed95,BioSample.name,BioSample.collection_date,Observation.condition,Observation.temperature,Observation.timepoint,Observation.pam_value,Publication.title,Publication.year,Publication.doi
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_1,MV,3.090909727,72.96750567,Porites,35.95,37.71,39.55,20241212_MV_MarHE Coral Garden_Porites_1_39.5_T1,2024-12-12,deep,39.5,T1,0.031,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_2,MV,3.090909727,72.96750567,Porites,36.11,37.57,39.08,20241212_MV_MarHE Coral Garden_Porites_2_39.5_T1,2024-12-12,deep,39.5,T1,0.013,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_3,MV,3.090909727,72.96750567,Porites,36.21,37.53,38.89,20241212_MV_MarHE Coral Garden_Porites_3_39.5_T1,2024-12-12,deep,39.5,T1,0.008,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_4,MV,3.090909727,72.96750567,Porites,36.3,37.54,38.82,20241212_MV_MarHE Coral Garden_Porites_4_39.5_T1,2024-12-12,deep,39.5,T1,0.007,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_5,MV,3.090909727,72.96750567,Porites,34.92,36.77,38.73,20241212_MV_MarHE Coral Garden_Porites_5_39.5_T1,2024-12-12,deep,39.5,T1,0.0,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_6,MV,3.090909727,72.96750567,Porites,36.02,37.86,39.79,20241212_MV_MarHE Coral Garden_Porites_6_39.5_T1,2024-12-12,shallow,39.5,T1,0.045,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_7,MV,3.090909727,72.96750567,Porites,36.58,37.83,39.11,20241212_MV_MarHE Coral Garden_Porites_7_39.5_T1,2024-12-12,shallow,39.5,T1,0.012,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_8,MV,3.090909727,72.96750567,Porites,36.34,37.4,38.49,20241212_MV_MarHE Coral Garden_Porites_8_39.5_T1,2024-12-12,shallow,39.5,T1,0.0,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_9,MV,3.090909727,72.96750567,Porites,36.39,37.44,38.52,20241212_MV_MarHE Coral Garden_Porites_9_39.5_T1,2024-12-12,shallow,39.5,T1,0.0,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_10,MV,3.090909727,72.96750567,Porites,36.87,38.14,39.46,20241212_MV_MarHE Coral Garden_Porites_10_39.5_T1,2024-12-12,shallow,39.5,T1,0.027,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_1,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,35.11,36.45,37.85,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_1_37.0_T1,2024-12-12,deep,37.0,T1,0.155,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_2,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.47,36.41,38.46,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_2_37.0_T1,2024-12-12,deep,37.0,T1,0.194,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_3,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,33.46,35.54,37.75,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_3_37.0_T1,2024-12-12,deep,37.0,T1,0.077,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_4,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,36.19,37.28,38.4,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_4_37.0_T1,2024-12-12,deep,37.0,T1,0.408,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_5,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,33.18,35.95,38.95,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_5_37.0_T1,2024-12-12,deep,37.0,T1,0.167,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_6,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.63,36.5,38.47,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_6_37.0_T1,2024-12-12,shallow,37.0,T1,0.206,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_7,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.07,35.76,37.53,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_7_37.0_T1,2024-12-12,shallow,37.0,T1,0.072,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_8,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,36.37,38.18,40.08,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_8_37.0_T1,2024-12-12,shallow,37.0,T1,0.548,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_9,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,35.58,36.58,37.61,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_9_37.0_T1,2024-12-12,shallow,37.0,T1,0.146,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_10,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,35.7,36.97,38.28,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_10_37.0_T1,2024-12-12,shallow,37.0,T1,0.303,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_1,MV,3.090909727,72.96750567,Porites,35.95,37.71,39.55,20241212_MV_MarHE Coral Garden_Porites_1_37.0_T1,2024-12-12,deep,37.0,T1,0.432,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_2,MV,3.090909727,72.96750567,Porites,36.11,37.57,39.08,20241212_MV_MarHE Coral Garden_Porites_2_37.0_T1,2024-12-12,deep,37.0,T1,0.428,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_3,MV,3.090909727,72.96750567,Porites,36.21,37.53,38.89,20241212_MV_MarHE Coral Garden_Porites_3_37.0_T1,2024-12-12,deep,37.0,T1,0.462,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_4,MV,3.090909727,72.96750567,Porites,36.3,37.54,38.82,20241212_MV_MarHE Coral Garden_Porites_4_37.0_T1,2024-12-12,deep,37.0,T1,0.46,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_5,MV,3.090909727,72.96750567,Porites,34.92,36.77,38.73,20241212_MV_MarHE Coral Garden_Porites_5_37.0_T1,2024-12-12,deep,37.0,T1,0.246,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_6,MV,3.090909727,72.96750567,Porites,36.02,37.86,39.79,20241212_MV_MarHE Coral Garden_Porites_6_37.0_T1,2024-12-12,shallow,37.0,T1,0.476,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_7,MV,3.090909727,72.96750567,Porites,36.58,37.83,39.11,20241212_MV_MarHE Coral Garden_Porites_7_37.0_T1,2024-12-12,shallow,37.0,T1,0.492,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_8,MV,3.090909727,72.96750567,Porites,36.34,37.4,38.49,20241212_MV_MarHE Coral Garden_Porites_8_37.0_T1,2024-12-12,shallow,37.0,T1,0.427,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_9,MV,3.090909727,72.96750567,Porites,36.39,37.44,38.52,20241212_MV_MarHE Coral Garden_Porites_9_37.0_T1,2024-12-12,shallow,37.0,T1,0.437,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_10,MV,3.090909727,72.96750567,Porites,36.87,38.14,39.46,20241212_MV_MarHE Coral Garden_Porites_10_37.0_T1,2024-12-12,shallow,37.0,T1,0.547,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_1,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,35.11,36.45,37.85,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_1_34.0_T1,2024-12-12,deep,34.0,T1,0.654,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_2,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.47,36.41,38.46,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_2_34.0_T1,2024-12-12,deep,34.0,T1,0.633,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_3,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,33.46,35.54,37.75,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_3_34.0_T1,2024-12-12,deep,34.0,T1,0.56,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_4,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,36.19,37.28,38.4,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_4_34.0_T1,2024-12-12,deep,34.0,T1,0.602,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_5,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,33.18,35.95,38.95,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_5_34.0_T1,2024-12-12,deep,34.0,T1,0.551,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_6,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.63,36.5,38.47,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_6_34.0_T1,2024-12-12,shallow,34.0,T1,0.631,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_7,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.07,35.76,37.53,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_7_34.0_T1,2024-12-12,shallow,34.0,T1,0.62,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_8,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,36.37,38.18,40.08,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_8_34.0_T1,2024-12-12,shallow,34.0,T1,0.637,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_9,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,35.58,36.58,37.61,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_9_34.0_T1,2024-12-12,shallow,34.0,T1,0.656,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_10,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,35.7,36.97,38.28,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_10_34.0_T1,2024-12-12,shallow,34.0,T1,0.62,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_1,MV,3.090909727,72.96750567,Porites,35.95,37.71,39.55,20241212_MV_MarHE Coral Garden_Porites_1_34.0_T1,2024-12-12,deep,34.0,T1,0.575,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_2,MV,3.090909727,72.96750567,Porites,36.11,37.57,39.08,20241212_MV_MarHE Coral Garden_Porites_2_34.0_T1,2024-12-12,deep,34.0,T1,0.567,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_3,MV,3.090909727,72.96750567,Porites,36.21,37.53,38.89,20241212_MV_MarHE Coral Garden_Porites_3_34.0_T1,2024-12-12,deep,34.0,T1,0.604,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_4,MV,3.090909727,72.96750567,Porites,36.3,37.54,38.82,20241212_MV_MarHE Coral Garden_Porites_4_34.0_T1,2024-12-12,deep,34.0,T1,0.587,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_5,MV,3.090909727,72.96750567,Porites,34.92,36.77,38.73,20241212_MV_MarHE Coral Garden_Porites_5_34.0_T1,2024-12-12,deep,34.0,T1,0.573,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_6,MV,3.090909727,72.96750567,Porites,36.02,37.86,39.79,20241212_MV_MarHE Coral Garden_Porites_6_34.0_T1,2024-12-12,shallow,34.0,T1,0.601,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_7,MV,3.090909727,72.96750567,Porites,36.58,37.83,39.11,20241212_MV_MarHE Coral Garden_Porites_7_34.0_T1,2024-12-12,shallow,34.0,T1,0.57,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_8,MV,3.090909727,72.96750567,Porites,36.34,37.4,38.49,20241212_MV_MarHE Coral Garden_Porites_8_34.0_T1,2024-12-12,shallow,34.0,T1,0.588,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_9,MV,3.090909727,72.96750567,Porites,36.39,37.44,38.52,20241212_MV_MarHE Coral Garden_Porites_9_34.0_T1,2024-12-12,shallow,34.0,T1,0.568,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_10,MV,3.090909727,72.96750567,Porites,36.87,38.14,39.46,20241212_MV_MarHE Coral Garden_Porites_10_34.0_T1,2024-12-12,shallow,34.0,T1,0.602,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_1,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,35.11,36.45,37.85,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_1_29.5_T1,2024-12-12,deep,29.5,T1,0.651,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_2,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.47,36.41,38.46,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_2_29.5_T1,2024-12-12,deep,29.5,T1,0.655,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_3,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,33.46,35.54,37.75,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_3_29.5_T1,2024-12-12,deep,29.5,T1,0.625,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_4,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,36.19,37.28,38.4,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_4_29.5_T1,2024-12-12,deep,29.5,T1,0.604,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_5,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,33.18,35.95,38.95,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_5_29.5_T1,2024-12-12,deep,29.5,T1,0.63,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_6,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.63,36.5,38.47,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_6_29.5_T1,2024-12-12,shallow,29.5,T1,0.65,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_7,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.07,35.76,37.53,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_7_29.5_T1,2024-12-12,shallow,29.5,T1,0.649,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_8,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,36.37,38.18,40.08,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_8_29.5_T1,2024-12-12,shallow,29.5,T1,0.623,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_9,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,35.58,36.58,37.61,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_9_29.5_T1,2024-12-12,shallow,29.5,T1,0.613,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_10,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,35.7,36.97,38.28,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_10_29.5_T1,2024-12-12,shallow,29.5,T1,0.636,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_1,MV,3.090909727,72.96750567,Porites,35.95,37.71,39.55,20241212_MV_MarHE Coral Garden_Porites_1_29.5_T1,2024-12-12,deep,29.5,T1,0.556,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_2,MV,3.090909727,72.96750567,Porites,36.11,37.57,39.08,20241212_MV_MarHE Coral Garden_Porites_2_29.5_T1,2024-12-12,deep,29.5,T1,0.566,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_3,MV,3.090909727,72.96750567,Porites,36.21,37.53,38.89,20241212_MV_MarHE Coral Garden_Porites_3_29.5_T1,2024-12-12,deep,29.5,T1,0.608,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_4,MV,3.090909727,72.96750567,Porites,36.3,37.54,38.82,20241212_MV_MarHE Coral Garden_Porites_4_29.5_T1,2024-12-12,deep,29.5,T1,0.591,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_5,MV,3.090909727,72.96750567,Porites,34.92,36.77,38.73,20241212_MV_MarHE Coral Garden_Porites_5_29.5_T1,2024-12-12,deep,29.5,T1,0.602,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_6,MV,3.090909727,72.96750567,Porites,36.02,37.86,39.79,20241212_MV_MarHE Coral Garden_Porites_6_29.5_T1,2024-12-12,shallow,29.5,T1,0.595,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_7,MV,3.090909727,72.96750567,Porites,36.58,37.83,39.11,20241212_MV_MarHE Coral Garden_Porites_7_29.5_T1,2024-12-12,shallow,29.5,T1,0.554,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_8,MV,3.090909727,72.96750567,Porites,36.34,37.4,38.49,20241212_MV_MarHE Coral Garden_Porites_8_29.5_T1,2024-12-12,shallow,29.5,T1,0.552,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_9,MV,3.090909727,72.96750567,Porites,36.39,37.44,38.52,20241212_MV_MarHE Coral Garden_Porites_9_29.5_T1,2024-12-12,shallow,29.5,T1,0.561,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_Porites_10,MV,3.090909727,72.96750567,Porites,36.87,38.14,39.46,20241212_MV_MarHE Coral Garden_Porites_10_29.5_T1,2024-12-12,shallow,29.5,T1,0.57,No publications available,2026,No doi available
20241212_MV_MarHE Coral Garden,MarHE Coral Garden,2024-12-12,MarHE_Coral_Garden_PocilloPoritesa_verrucosa_1,MV,3.090909727,72.96750567,PocilloPoritesa verrucosa,34.19,35.68,37.25,20241212_MV_MarHE Coral Garden_PocilloPoritesa verrucosa_1_39.5_T2,2024-12-12,deep,39.5,T2,0.0,No publications available,2026,No doi available
